"Data"       ,"Hora (UTC)" ,"Temp. Ins. (C)" ,"Temp. Max. (C)" ,"Temp. Min. (C)" ,"Umi. Ins. (%)" ,"Umi. Max. (%)" ,"Umi. Min. (%)" ,"Pto Orvalho Ins. (C)" ,"Pto Orvalho Max. (C)" ,"Pto Orvalho Min. (C)" ,"Pressao Ins. (hPa)" ,"Pressao Max. (hPa)" ,"Pressao Min. (hPa)" ,"Vel. Vento (m/s)" ,"Dir. Vento (m/s)" ,"Raj. Vento (m/s)" ,"Radiacao (KJ/m²)" ,"Chuva (mm)"
"01/05/2024" ,"1400"       ,"26.0"           ,"26.0"           ,"24.9"           ,"57.0"          ,"61.0"          ,"54.0"          ,"16.7"                 ,"17.0"                 ,"15.9"                 ,"889.4"              ,"889.8"              ,"889.4"              ,"3.4"              ,"83.0"             ,"7.2"              ,"2764.30"          ,"0.0"
"01/05/2024" ,"1500"       ,"26.5"           ,"26.9"           ,"25.9"           ,"52.0"          ,"57.0"          ,"51.0"          ,"15.9"                 ,"17.1"                 ,"15.7"                 ,"888.7"              ,"889.4"              ,"888.7"              ,"2.4"              ,"60.0"             ,"7.2"              ,"3043.20"          ,"0.0"
"01/05/2024" ,"1600"       ,"27.9"           ,"27.9"           ,"25.2"           ,"46.0"          ,"56.0"          ,"43.0"          ,"15.3"                 ,"16.3"                 ,"13.8"                 ,"887.9"              ,"888.7"              ,"887.9"              ,"2.6"              ,"91.0"             ,"7.2"              ,"2855.10"          ,"0.0"
"01/05/2024" ,"1700"       ,"28.0"           ,"28.3"           ,"26.3"           ,"45.0"          ,"51.0"          ,"41.0"          ,"15.1"                 ,"16.2"                 ,"13.2"                 ,"887.3"              ,"887.9"              ,"887.3"              ,"2.6"              ,"63.0"             ,"6.2"              ,"2867.40"          ,"0.0"
"01/05/2024" ,"1800"       ,"28.1"           ,"28.3"           ,"26.8"           ,"45.0"          ,"47.0"          ,"40.0"          ,"14.9"                 ,"15.3"                 ,"13.1"                 ,"886.7"              ,"887.3"              ,"886.7"              ,"1.5"              ,"93.0"             ,"5.6"              ,"2067.10"          ,"0.0"
"01/05/2024" ,"1900"       ,"27.8"           ,"28.2"           ,"26.9"           ,"37.0"          ,"46.0"          ,"34.0"          ,"11.7"                 ,"15.0"                 ,"10.6"                 ,"886.3"              ,"886.7"              ,"886.3"              ,"1.8"              ,"133.0"            ,"4.7"              ,"1621.00"          ,"0.0"
"01/05/2024" ,"2000"       ,"27.0"           ,"28.2"           ,"27.0"           ,"43.0"          ,"44.0"          ,"34.0"          ,"13.4"                 ,"13.7"                 ,"10.8"                 ,"886.4"              ,"886.4"              ,"886.2"              ,"2.3"              ,"111.0"            ,"4.4"              ,"984.60"           ,"0.0"
"01/05/2024" ,"2100"       ,"24.7"           ,"27.0"           ,"24.7"           ,"52.0"          ,"53.0"          ,"42.0"          ,"14.1"                 ,"14.3"                 ,"12.9"                 ,"886.4"              ,"886.4"              ,"886.4"              ,"2.0"              ,"103.0"            ,"4.1"              ,"229.60"           ,"0.0"
"01/05/2024" ,"2200"       ,"23.9"           ,"24.8"           ,"23.8"           ,"57.0"          ,"57.0"          ,"51.0"          ,"14.9"                 ,"15.0"                 ,"13.9"                 ,"886.4"              ,"886.4"              ,"886.3"              ,"1.9"              ,"93.0"             ,"3.7"              ,""                 ,"0.0"
"01/05/2024" ,"2300"       ,"23.1"           ,"24.0"           ,"21.2"           ,"60.0"          ,"70.0"          ,"57.0"          ,"15.0"                 ,"15.5"                 ,"14.8"                 ,"886.7"              ,"886.7"              ,"886.4"              ,"1.8"              ,"105.0"            ,"3.8"              ,""                 ,"0.0"
"02/05/2024" ,"0000"       ,"22.7"           ,"23.4"           ,"22.6"           ,"66.0"          ,"66.0"          ,"60.0"          ,"16.0"                 ,"16.0"                 ,"15.0"                 ,"887.0"              ,"887.0"              ,"886.7"              ,"2.1"              ,"89.0"             ,"4.8"              ,""                 ,"0.0"
"02/05/2024" ,"0100"       ,"22.0"           ,"23.0"           ,"22.0"           ,"68.0"          ,"68.0"          ,"64.0"          ,"15.7"                 ,"16.0"                 ,"15.6"                 ,"887.2"              ,"887.2"              ,"887.0"              ,"1.7"              ,"117.0"            ,"4.6"              ,""                 ,"0.0"
"02/05/2024" ,"0200"       ,"21.4"           ,"22.0"           ,"21.4"           ,"69.0"          ,"70.0"          ,"67.0"          ,"15.6"                 ,"15.8"                 ,"15.5"                 ,"887.0"              ,"887.2"              ,"887.0"              ,"1.5"              ,"118.0"            ,"4.0"              ,""                 ,"0.0"
"02/05/2024" ,"0300"       ,"20.9"           ,"21.5"           ,"20.5"           ,"71.0"          ,"74.0"          ,"69.0"          ,"15.5"                 ,"15.9"                 ,"15.5"                 ,"886.7"              ,"887.0"              ,"886.7"              ,"1.6"              ,"103.0"            ,"3.0"              ,""                 ,"0.0"
"02/05/2024" ,"0400"       ,"20.7"           ,"21.3"           ,"20.7"           ,"71.0"          ,"71.0"          ,"69.0"          ,"15.4"                 ,"15.6"                 ,"15.3"                 ,"886.6"              ,"886.7"              ,"886.6"              ,"2.0"              ,"111.0"            ,"4.1"              ,""                 ,"0.0"
"02/05/2024" ,"0500"       ,"20.1"           ,"20.7"           ,"19.8"           ,"75.0"          ,"75.0"          ,"71.0"          ,"15.4"                 ,"15.5"                 ,"15.3"                 ,"886.0"              ,"886.6"              ,"886.0"              ,"1.9"              ,"109.0"            ,"3.7"              ,""                 ,"0.0"
"02/05/2024" ,"0600"       ,"17.3"           ,"20.2"           ,"17.3"           ,"87.0"          ,"87.0"          ,"74.0"          ,"15.0"                 ,"15.4"                 ,"14.7"                 ,"885.6"              ,"886.0"              ,"885.6"              ,"1.1"              ,"114.0"            ,"3.5"              ,""                 ,"0.0"
"02/05/2024" ,"0700"       ,"15.9"           ,"17.3"           ,"15.7"           ,"94.0"          ,"94.0"          ,"87.0"          ,"15.0"                 ,"15.2"                 ,"14.6"                 ,"885.5"              ,"885.6"              ,"885.5"              ,"0.7"              ,"87.0"             ,"2.1"              ,""                 ,"0.0"
"02/05/2024" ,"0800"       ,"15.5"           ,"16.2"           ,"15.5"           ,"95.0"          ,"95.0"          ,"93.0"          ,"14.7"                 ,"15.2"                 ,"14.5"                 ,"885.6"              ,"885.6"              ,"885.5"              ,"0.3"              ,"78.0"             ,"2.2"              ,""                 ,"0.0"
"02/05/2024" ,"0900"       ,"15.4"           ,"15.8"           ,"15.1"           ,"95.0"          ,"96.0"          ,"94.0"          ,"14.6"                 ,"15.2"                 ,"14.3"                 ,"886.0"              ,"886.0"              ,"885.6"              ,"0.8"              ,"82.0"             ,"1.7"              ,""                 ,"0.0"
"02/05/2024" ,"1000"       ,"19.7"           ,"19.7"           ,"15.3"           ,"78.0"          ,"96.0"          ,"78.0"          ,"15.7"                 ,"15.7"                 ,"14.5"                 ,"886.5"              ,"886.5"              ,"886.0"              ,"1.6"              ,"73.0"             ,"2.7"              ,"48.60"            ,"0.0"
"02/05/2024" ,"1100"       ,"22.4"           ,"22.5"           ,"19.7"           ,"67.0"          ,"78.0"          ,"66.0"          ,"15.9"                 ,"16.5"                 ,"15.7"                 ,"887.2"              ,"887.2"              ,"886.5"              ,"3.2"              ,"92.0"             ,"5.5"              ,"676.30"           ,"0.0"
"02/05/2024" ,"1200"       ,"23.9"           ,"24.2"           ,"22.4"           ,"63.0"          ,"67.0"          ,"62.0"          ,"16.4"                 ,"17.0"                 ,"15.7"                 ,"887.7"              ,"887.8"              ,"887.2"              ,"3.1"              ,"80.0"             ,"5.9"              ,"1501.00"          ,"0.0"
"02/05/2024" ,"1300"       ,"25.2"           ,"25.7"           ,"23.9"           ,"58.0"          ,"64.0"          ,"57.0"          ,"16.5"                 ,"17.2"                 ,"16.2"                 ,"887.9"              ,"887.9"              ,"887.7"              ,"3.4"              ,"71.0"             ,"6.4"              ,"2231.50"          ,"0.0"
"02/05/2024" ,"1400"       ,"26.3"           ,"27.0"           ,"25.1"           ,"53.0"          ,"60.0"          ,"50.0"          ,"15.8"                 ,"17.3"                 ,"15.6"                 ,"887.5"              ,"887.9"              ,"887.4"              ,"3.0"              ,"37.0"             ,"7.0"              ,"2648.60"          ,"0.0"
"02/05/2024" ,"1500"       ,"26.7"           ,"27.7"           ,"26.0"           ,"52.0"          ,"54.0"          ,"47.0"          ,"16.0"                 ,"16.6"                 ,"14.7"                 ,"886.7"              ,"887.5"              ,"886.7"              ,"1.5"              ,"70.0"             ,"6.0"              ,"2761.80"          ,"0.0"
"02/05/2024" ,"1600"       ,"26.9"           ,"28.4"           ,"26.5"           ,"45.0"          ,"52.0"          ,"41.0"          ,"14.1"                 ,"16.4"                 ,"13.7"                 ,"885.8"              ,"886.7"              ,"885.8"              ,"2.4"              ,"23.0"             ,"6.2"              ,"2896.30"          ,"0.0"
"02/05/2024" ,"1700"       ,"28.0"           ,"29.1"           ,"26.7"           ,"46.0"          ,"48.0"          ,"40.0"          ,"15.2"                 ,"15.3"                 ,"13.4"                 ,"885.1"              ,"885.8"              ,"885.1"              ,"2.0"              ,"73.0"             ,"6.1"              ,"2116.00"          ,"0.0"
"02/05/2024" ,"1800"       ,"29.3"           ,"29.6"           ,"27.0"           ,"42.0"          ,"48.0"          ,"38.0"          ,"14.9"                 ,"15.8"                 ,"13.7"                 ,"884.6"              ,"885.1"              ,"884.6"              ,"1.9"              ,"341.0"            ,"5.5"              ,"2111.90"          ,"0.0"
"02/05/2024" ,"1900"       ,"28.2"           ,"29.7"           ,"27.2"           ,"40.0"          ,"49.0"          ,"38.0"          ,"13.4"                 ,"15.8"                 ,"13.4"                 ,"884.5"              ,"884.6"              ,"884.5"              ,"1.9"              ,"340.0"            ,"4.8"              ,"1512.10"          ,"0.0"
"02/05/2024" ,"2000"       ,"26.8"           ,"28.9"           ,"26.8"           ,"46.0"          ,"47.0"          ,"40.0"          ,"14.3"                 ,"15.5"                 ,"13.6"                 ,"884.7"              ,"884.7"              ,"884.5"              ,"2.2"              ,"61.0"             ,"4.2"              ,"922.80"           ,"0.0"
"02/05/2024" ,"2100"       ,"26.3"           ,"27.3"           ,"26.2"           ,"50.0"          ,"50.0"          ,"45.0"          ,"15.1"                 ,"15.4"                 ,"14.2"                 ,"885.2"              ,"885.2"              ,"884.7"              ,"1.7"              ,"36.0"             ,"4.6"              ,"192.60"           ,"0.0"
"02/05/2024" ,"2200"       ,"22.6"           ,"26.3"           ,"22.5"           ,"68.0"          ,"68.0"          ,"50.0"          ,"16.3"                 ,"16.6"                 ,"15.2"                 ,"885.4"              ,"885.4"              ,"885.2"              ,"1.1"              ,"33.0"             ,"3.7"              ,""                 ,"0.0"
"02/05/2024" ,"2300"       ,"21.9"           ,"23.9"           ,"21.8"           ,"69.0"          ,"69.0"          ,"60.0"          ,"15.9"                 ,"16.3"                 ,"15.7"                 ,"885.8"              ,"885.8"              ,"885.4"              ,"0.9"              ,"48.0"             ,"2.6"              ,""                 ,"0.0"
"03/05/2024" ,"0000"       ,"20.0"           ,"22.9"           ,"19.8"           ,"81.0"          ,"82.0"          ,"64.0"          ,"16.6"                 ,"16.8"                 ,"15.7"                 ,"886.3"              ,"886.3"              ,"885.8"              ,"0.9"              ,"119.0"            ,"2.1"              ,""                 ,"0.0"
"03/05/2024" ,"0100"       ,"22.6"           ,"23.0"           ,"19.9"           ,"67.0"          ,"81.0"          ,"61.0"          ,"16.2"                 ,"16.7"                 ,"15.1"                 ,"886.4"              ,"886.4"              ,"886.2"              ,"1.9"              ,"103.0"            ,"3.6"              ,""                 ,"0.0"
"03/05/2024" ,"0200"       ,"22.2"           ,"22.9"           ,"22.1"           ,"72.0"          ,"72.0"          ,"67.0"          ,"16.8"                 ,"16.8"                 ,"16.2"                 ,"886.2"              ,"886.4"              ,"886.2"              ,"1.9"              ,"84.0"             ,"4.2"              ,""                 ,"0.0"
"03/05/2024" ,"0300"       ,"21.8"           ,"22.3"           ,"21.7"           ,"74.0"          ,"74.0"          ,"72.0"          ,"16.9"                 ,"17.0"                 ,"16.8"                 ,"886.1"              ,"886.2"              ,"886.1"              ,"2.0"              ,"102.0"            ,"4.6"              ,""                 ,"0.0"
